time,location,previous time,previous location,distance,period,hit time,hit location,accuracy error,timing error
1202206195,093342ecb93bd5b2543b19de9d35b468,20151228,Mod.HardRock|Hidden,300: #345,100: #10,50: #0,miss: #0,Circle Size: 5,Overall Difficulty: 7
6023,"(200, 32)",6023,"(200, 32)",0.0,0,5998,"(198.5, 35.0)",3.3541019662496847,-25
6896,"(256, 64)",6720.674418604652,"(200, 32)",64.4980619863884,175.3255813953483,6891,"(240.0, 69.5)",16.91892431568863,-5
7070,"(312, 32)",6896,"(256, 64)",64.4980619863884,174,7074,"(305.5, 27.0)",8.200609733428362,4
7244,"(368, 64)",7070,"(312, 32)",64.4980619863884,174,7251,"(377.0, 64.0)",9.0,7
7419,"(288, 144)",7244,"(368, 64)",113.13708498984761,175,7446,"(277.0, 150.5)",12.776932339180638,27
8292,"(232, 176)",8116.674418604652,"(288, 144)",64.4980619863884,175.3255813953483,8289,"(240.5, 165.0)",13.901438774457844,-3
8466,"(176, 144)",8292,"(232, 176)",64.4980619863884,174,8472,"(178.0, 140.5)",4.031128874149275,6
8640,"(120, 176)",8466,"(176, 144)",64.4980619863884,174,8650,"(120.0, 170.0)",6.0,10
8814,"(176, 272)",8640,"(120, 176)",111.13955191559845,174,8830,"(189.5, 275.5)",13.946325680981353,16
9686,"(240, 272)",9511.674418604653,"(176, 272)",64.0,174.3255813953474,9672,"(227.0, 273.5)",13.0862523283024,-14
9861,"(304, 272)",9686,"(240, 272)",64.0,175,9862,"(304.5, 274.0)",2.0615528128088303,1
10035,"(368, 272)",9861,"(304, 272)",64.0,174,10042,"(382.5, 275.5)",14.916433890176297,7
10210,"(288, 192)",10035,"(368, 272)",113.13708498984761,175,10208,"(289.5, 196.5)",4.743416490252569,-2
11082,"(224, 192)",10907.674418604653,"(288, 192)",64.0,174.3255813953474,11072,"(227.5, 189.0)",4.6097722286464435,-10
11257,"(160, 192)",11082,"(224, 192)",64.0,175,11261,"(155.5, 192.0)",4.5,4
11431,"(96, 192)",11257,"(160, 192)",64.0,174,11423,"(95.5, 205.5)",13.509256086106296,-8
11605,"(152, 96)",11431,"(96, 192)",111.13955191559845,174,11602,"(141.0, 104.5)",13.901438774457844,-3
11954,"(272, 56)",11605,"(152, 96)",126.49110640673518,349,11956,"(262.0, 58.0)",10.19803902718557,2
12303,"(304, 176)",11954,"(272, 56)",124.1933975700802,349,12318,"(300.0, 170.5)",6.800735254367722,15
12652,"(184, 216)",12303,"(304, 176)",126.49110640673518,349,12652,"(172.0, 205.0)",16.278820596099706,0
13000,"(392, 336)",12652,"(184, 216)",240.13329631685812,348,13002,"(393.5, 334.0)",2.5,2
13349,"(272, 296)",13000,"(392, 336)",126.49110640673518,349,13353,"(280.5, 310.5)",16.80773631397161,4
13698,"(304, 176)",13349,"(272, 296)",124.1933975700802,349,13701,"(296.0, 182.5)",10.307764064044152,3
14047,"(424, 216)",13698,"(304, 176)",126.49110640673518,349,14046,"(413.5, 213.0)",10.920164833920778,-1
14396,"(224, 32)",14047,"(424, 216)",271.7646040234085,349,14408,"(222.5, 43.5)",11.597413504743201,12
14744,"(304, 176)",14396,"(224, 32)",164.730082255792,348,14752,"(307.0, 176.0)",3.0,8
15093,"(160, 256)",14744,"(304, 176)",164.730082255792,349,15100,"(161.0, 261.5)",5.590169943749474,7
15441,"(80, 112)",15093,"(160, 256)",164.730082255792,348,15451,"(76.0, 113.5)",4.272001872658765,10
15791,"(160, 256)",15441,"(80, 112)",164.730082255792,350,15783,"(152.0, 255.5)",8.0156097709407,-8
16139,"(240, 112)",15791,"(160, 256)",164.730082255792,348,16146,"(230.5, 111.5)",9.513148795220223,7
16488,"(384, 192)",16139,"(240, 112)",164.730082255792,349,16502,"(387.5, 190.0)",4.031128874149275,14
16836,"(304, 336)",16488,"(384, 192)",164.730082255792,348,16850,"(310.0, 331.0)",7.810249675906656,14
17186,"(80, 128)",16836,"(304, 336)",305.6795707926848,350,17180,"(88.5, 132.5)",9.617692030835672,-6
17710,"(296, 144)",17534.837209302324,"(248, 176)",57.68882040742383,175.16279069767552,17701,"(288.5, 145.0)",7.566372975210777,-9
17884,"(352, 176)",17710,"(296, 144)",64.4980619863884,174,17873,"(360.0, 187.5)",14.0089257261219,-11
18582,"(288, 328)",18407.25581395349,"(352, 272)",85.0411665018772,174.74418604651146,18608,"(289.5, 316.0)",12.093386622447824,26
19106,"(72, 312)",18930.837209302324,"(120, 280)",57.68882040742383,175.16279069767552,19109,"(68.0, 315.0)",5.0,3
19280,"(16, 280)",19106,"(72, 312)",64.4980619863884,174,19272,"(8.0, 289.0)",12.041594578792296,-8
19977,"(104, 168)",19803.25581395349,"(16, 184)",89.44271909999158,173.74418604651146,19981,"(104.0, 179.0)",11.0,4
20501,"(320, 152)",20325.837209302324,"(272, 120)",57.68882040742383,175.16279069767552,20492,"(314.5, 157.5)",7.778174593052023,-9
20675,"(376, 120)",20501,"(320, 152)",64.4980619863884,174,20662,"(365.5, 125.5)",11.853269591129697,-13
21372,"(296, 56)",21198.25581395349,"(376, 24)",86.16263691415207,173.74418604651146,21390,"(288.5, 53.0)",8.077747210701757,18
21460,"(272, 56)",21372,"(296, 56)",24.0,88,21472,"(266.5, 56.5)",5.522680508593631,12
21547,"(248, 56)",21460,"(272, 56)",24.0,87,21570,"(237.5, 61.0)",11.629703349613006,23
21634,"(224, 56)",21547,"(248, 56)",24.0,87,21650,"(207.5, 61.0)",17.240939649566666,16
21721,"(200, 56)",21634,"(224, 56)",24.0,87,21720,"(187.0, 58.0)",13.152946437965904,-1
21896,"(248, 120)",21721,"(200, 56)",80.0,175,21884,"(262.5, 128.0)",16.560495161679196,-12
22070,"(200, 184)",21896,"(248, 120)",80.0,174,22070,"(200.0, 188.0)",4.0,0
22158,"(224, 184)",22070,"(200, 184)",24.0,88,22155,"(215.0, 192.0)",12.041594578792296,-3
22245,"(248, 184)",22158,"(224, 184)",24.0,87,22241,"(257.5, 189.5)",10.977249200050075,-4
22332,"(272, 184)",22245,"(248, 184)",24.0,87,22336,"(290.5, 187.5)",18.82817038376273,4
22419,"(296, 184)",22332,"(272, 184)",24.0,87,22406,"(300.5, 180.5)",5.70087712549569,-13
22768,"(464, 232)",22419,"(296, 184)",174.72263734273244,349,22762,"(469.0, 226.0)",7.810249675906656,-6
23117,"(392, 240)",22942.418604651164,"(464, 328)",113.70136322841518,174.58139534883594,23112,"(384.0, 238.0)",8.246211251235321,-5
23465,"(456, 72)",23291.418604651164,"(392, 144)",96.33275663033837,173.58139534883594,23460,"(456.5, 87.0)",15.008331019803634,-5
23814,"(384, 80)",23639.418604651164,"(456, 168)",113.70136322841518,174.58139534883594,23792,"(377.0, 79.5)",7.0178344238091,-22
24163,"(256, 160)",23988.418604651164,"(376, 48)",164.14627622946554,174.58139534883594,24155,"(247.5, 155.5)",9.617692030835672,-8
24512,"(328, 152)",24337.418604651164,"(256, 64)",113.70136322841518,174.58139534883594,24506,"(330.0, 155.0)",3.6055512754639896,-6
24860,"(264, 320)",24686.418604651164,"(328, 248)",96.33275663033837,173.58139534883594,24858,"(270.5, 315.5)",7.905694150420948,-2
25209,"(336, 312)",25034.418604651164,"(264, 224)",113.70136322841518,174.58139534883594,25202,"(340.0, 322.0)",10.77032961426901,-7
25558,"(136, 288)",25383.418604651164,"(344, 344)",215.40659228538016,174.58139534883594,25570,"(138.0, 293.0)",5.385164807134505,12
25907,"(184, 192)",25732.418604651164,"(40, 288)",173.0664612222715,174.58139534883594,25902,"(186.5, 199.5)",7.905694150420949,-5
26256,"(224, 96)",26081.418604651164,"(80, 192)",173.0664612222715,174.58139534883594,26261,"(208.5, 107.5)",19.300259065618782,5
26605,"(296, 96)",26430.418604651164,"(128, 96)",168.0,174.58139534883594,26621,"(288.5, 99.0)",8.077747210701757,16
26954,"(264, 320)",26779.418604651164,"(344, 96)",237.8570999570961,174.58139534883594,26962,"(269.5, 304.0)",16.91892431568863,8
27303,"(328, 296)",27128.418604651164,"(264, 224)",96.33275663033837,174.58139534883594,27312,"(330.0, 282.5)",13.647344063956181,9
27651,"(392, 272)",27477.418604651164,"(328, 200)",96.33275663033837,173.58139534883594,27659,"(391.5, 265.5)",6.519202405202649,8
27826,"(456, 208)",27651,"(392, 272)",90.50966799187809,175,27830,"(447.0, 213.0)",10.295630140987,4
28175,"(392, 128)",28000.418604651164,"(408, 208)",81.58431221748457,174.58139534883594,28181,"(387.0, 135.5)",9.013878188659973,6
28349,"(264, 104)",28175,"(392, 128)",130.23056476879765,174,28361,"(266.0, 109.0)",5.385164807134505,12
28524,"(289, 162)",28349,"(264, 104)",63.15853069855251,175,28531,"(298.5, 166.0)",10.30776406404415,7
28698,"(250, 214)",28524,"(289, 162)",65.0,174,28701,"(252.5, 222.0)",8.381527307120106,3
28872,"(186, 206)",28698,"(250, 214)",64.4980619863884,174,28876,"(187.5, 216.5)",10.606601717798213,4
29047,"(161, 147)",28872,"(186, 206)",64.07807737440316,175,29042,"(160.0, 164.5)",17.528548142958105,-5
29221,"(200, 96)",29047,"(161, 147)",64.20280367709807,174,29228,"(202.5, 95.5)",2.5495097567963927,7
29396,"(264, 104)",29221,"(200, 96)",64.4980619863884,175,29392,"(264.0, 98.0)",6.0,-4
29744,"(320, 192)",29570.418604651164,"(235, 142)",98.6154146165801,173.58139534883594,29752,"(320.0, 196.5)",4.5,8
29919,"(295, 250)",29744,"(320, 192)",63.15853069855251,175,29912,"(291.0, 244.5)",6.800735254367722,-7
30093,"(334, 302)",29919,"(295, 250)",65.0,174,30080,"(337.0, 292.5)",9.962429422585638,-13
30268,"(398, 294)",30093,"(334, 302)",64.4980619863884,175,30261,"(401.0, 293.0)",3.1622776601683795,-7
30442,"(423, 235)",30268,"(398, 294)",64.07807737440316,174,30435,"(420.0, 242.5)",8.077747210701757,-7
30617,"(384, 184)",30442,"(423, 235)",64.20280367709807,175,30611,"(387.5, 187.5)",4.949747468305833,-6
30791,"(320, 192)",30617,"(384, 184)",64.4980619863884,174,30786,"(314.5, 193.0)",5.590169943749474,-5
31140,"(240, 240)",30965.418604651164,"(348, 230)",108.46197490364999,174.58139534883594,31148,"(235.5, 242.0)",4.924428900898052,8
31315,"(265, 298)",31140,"(240, 240)",63.15853069855251,175,31312,"(263.0, 302.5)",4.924428900898052,-3
31489,"(226, 350)",31315,"(265, 298)",65.0,174,31488,"(224.5, 348.5)",2.121320343559643,-1
31663,"(162, 342)",31489,"(226, 350)",64.4980619863884,174,31652,"(158.5, 337.5)",5.70087712549569,-11
31838,"(137, 283)",31663,"(162, 342)",64.07807737440316,175,31832,"(140.0, 286.5)",4.6097722286464435,-6
32012,"(176, 232)",31838,"(137, 283)",64.20280367709807,174,32010,"(175.0, 223.0)",9.055385138137417,-2
32187,"(240, 240)",32012,"(176, 232)",64.4980619863884,175,32180,"(241.0, 237.0)",3.1622776601683795,-7
32535,"(296, 160)",32361.418604651164,"(211, 278)",145.4269576110289,173.58139534883594,32534,"(291.5, 167.0)",8.32165848854662,-1
32710,"(368, 112)",32535,"(296, 160)",86.53323061113575,175,32711,"(375.5, 113.5)",7.648529270389178,1
32884,"(408, 192)",32710,"(368, 112)",89.44271909999159,174,32886,"(410.5, 205.5)",13.729530217745982,2
33059,"(336, 240)",32884,"(408, 192)",86.53323061113575,175,33061,"(344.5, 249.0)",12.379418403139947,2
33233,"(296, 160)",33059,"(336, 240)",89.44271909999159,174,33232,"(291.5, 158.0)",4.924428900898052,-1
33320,"(272, 160)",33233,"(296, 160)",24.0,87,33322,"(274.5, 158.0)",3.2015621187164243,2
33407,"(248, 160)",33320,"(272, 160)",24.0,87,33402,"(253.5, 154.0)",8.139410298049853,-5
33494,"(224, 160)",33407,"(248, 160)",24.0,87,33502,"(226.5, 158.0)",3.2015621187164243,8
33582,"(200, 160)",33494,"(224, 160)",24.0,88,33582,"(202.0, 154.5)",5.852349955359813,0
33669,"(176, 144)",33582,"(200, 160)",28.844410203711917,87,33679,"(179.5, 142.5)",3.8078865529319543,10
33756,"(160, 128)",33669,"(176, 144)",22.627416997969522,87,33759,"(165.0, 128.0)",5.0,3
33843,"(144, 112)",33756,"(160, 128)",22.627416997969522,87,33852,"(149.5, 110.5)",5.70087712549569,9
33930,"(128, 96)",33843,"(144, 112)",22.627416997969522,87,33929,"(135.5, 96.5)",7.516648189186455,-1
34628,"(128, 96)",33930,"(128, 96)",0.0,698,34644,"(128.5, 94.0)",2.0615528128088303,16
35151,"(128, 96)",34628,"(128, 96)",0.0,523,35171,"(126.5, 91.5)",4.743416490252569,20
35675,"(256, 192)",35325.41860465116,"(128, 96)",160.0,349.5813953488396,35642,"(254.5, 185.5)",6.670832032063167,-33
36024,"(384, 96)",35675,"(256, 192)",160.0,349,36029,"(383.5, 94.0)",2.0615528128088303,5
36372,"(256, 192)",36024,"(384, 96)",160.0,348,36372,"(264.5, 198.5)",10.700467279516348,0
36721,"(168, 248)",36546.41860465116,"(256, 192)",104.30723848324239,174.58139534883958,36734,"(165.5, 248.0)",2.5,13
37419,"(344, 136)",37069.83720930233,"(232, 72)",128.9961239727768,349.1627906976719,37411,"(339.5, 144.5)",9.617692030835672,-8
38117,"(64, 96)",37767.83720930233,"(280, 312)",305.47012947258855,349.1627906976719,38109,"(69.0, 95.5)",5.024937810560445,-8
38814,"(448, 288)",38465.83720930233,"(224, 32)",340.1646660075088,348.1627906976719,38803,"(442.0, 295.0)",9.219544457292887,-11
39512,"(290, 352)",39162.83720930233,"(288, 352)",2.0,349.1627906976719,39541,"(291.5, 345.0)",7.158910531638176,29
40210,"(290, 352)",39512,"(290, 352)",0.0,698,40210,"(292.5, 349.5)",3.5355339059327378,0
40733,"(290, 352)",40210,"(290, 352)",0.0,523,40732,"(290.5, 354.5)",2.5495097567963927,-1
41257,"(256, 192)",40907.41860465116,"(290, 352)",163.5726138447387,349.5813953488396,41255,"(250.0, 212.0)",20.8806130178211,-2
41605,"(290, 31)",41257,"(256, 192)",164.55090397806998,348,41606,"(291.5, 28.0)",3.3541019662496847,1
41954,"(256, 192)",41605,"(290, 31)",164.55090397806998,349,41942,"(250.0, 195.0)",6.708203932499369,-12
42303,"(256, 304)",42128.41860465116,"(256, 192)",112.0,174.58139534883958,42319,"(245.0, 313.0)",14.212670403551897,16
43000,"(200, 192)",42651.83720930233,"(72, 296)",164.92422502470643,348.1627906976719,42991,"(192.5, 186.5)",9.300537618869136,-9
43698,"(256, 80)",43348.83720930233,"(16, 192)",264.8471257159496,349.1627906976719,43676,"(259.5, 90.5)",11.067971810589329,-22
44396,"(200, 192)",44046.83720930233,"(72, 88)",164.92422502470643,349.1627906976719,44387,"(196.5, 198.5)",7.3824115301167,-9
44570,"(264, 192)",44396,"(200, 192)",64.0,174,44572,"(267.0, 195.5)",4.6097722286464435,2
44744,"(328, 192)",44570,"(264, 192)",64.0,174,44742,"(333.5, 189.5)",6.041522986797285,-2
53465,"(48, 80)",44918.41860465116,"(328, 192)",301.5692291995323,8546.58139534884,53490,"(58.0, 89.5)",13.79311422413372,25
54861,"(464, 304)",54511.51162790698,"(168, 200)",313.73874481804125,349.4883720930229,54872,"(452.0, 315.5)",16.62077013859466,11
56256,"(344, 190)",55907.51162790698,"(344, 184)",6.0,348.4883720930229,56277,"(346.5, 191.5)",2.91547594742265,21
56430,"(344, 190)",56256,"(344, 190)",0.0,174,56441,"(351.5, 192.5)",7.905694150420949,11
56605,"(296, 136)",56430,"(344, 190)",72.24956747275377,175,56627,"(300.0, 135.5)",4.031128874149275,22
56779,"(296, 136)",56605,"(296, 136)",0.0,174,56782,"(302.5, 134.0)",6.800735254367722,3
56954,"(224, 136)",56779,"(296, 136)",72.0,175,56962,"(221.0, 137.5)",3.3541019662496847,8
57128,"(224, 136)",56954,"(224, 136)",0.0,174,57129,"(223.0, 133.5)",2.6925824035672523,1
57303,"(184, 192)",57128,"(224, 136)",68.81860213634101,175,57312,"(177.5, 200.5)",10.700467279516348,9
57477,"(184, 192)",57303,"(184, 192)",0.0,174,57490,"(182.0, 198.0)",6.324555320336759,13
57651,"(168, 96)",57477,"(184, 192)",97.3242004847715,174,57650,"(163.0, 97.5)",5.220153254455275,-1
58000,"(128, 192)",57825.41860465116,"(120, 8)",184.1738309315414,174.58139534883958,58004,"(122.0, 184.0)",10.0,4
58349,"(96, 296)",58174.41860465116,"(80, 104)",192.6655132606767,174.58139534883958,58351,"(99.0, 297.5)",3.3541019662496847,2
58698,"(32, 288)",58523.41860465116,"(48, 208)",81.58431221748457,174.58139534883958,58712,"(28.0, 291.5)",5.315072906367325,14
59047,"(72, 176)",58872.41860465116,"(128, 240)",85.0411665018772,174.58139534883958,59062,"(66.5, 177.5)",5.70087712549569,15
59396,"(104, 72)",59221.41860465116,"(168, 128)",85.0411665018772,174.58139534883958,59402,"(111.0, 65.5)",9.5524865872714,6
59744,"(296, 128)",59570.41860465116,"(200, 24)",141.53444810363305,173.58139534883958,59762,"(312.0, 121.5)",17.269916039170543,18
60093,"(256, 224)",59918.41860465116,"(248, 40)",184.1738309315414,174.58139534883958,60111,"(248.5, 213.5)",12.90348790056394,18
60442,"(224, 328)",60267.41860465116,"(208, 136)",192.6655132606767,174.58139534883958,60451,"(224.0, 313.0)",15.0,9
60791,"(160, 320)",60616.41860465116,"(176, 240)",81.58431221748457,174.58139534883958,60792,"(174.0, 320.0)",14.0,1
61140,"(200, 208)",60965.41860465116,"(256, 272)",85.0411665018772,174.58139534883958,61142,"(204.5, 220.0)",12.816005617976295,2
61489,"(232, 104)",61314.41860465116,"(296, 160)",85.0411665018772,174.58139534883958,61489,"(240.5, 101.0)",9.013878188659975,0
61837,"(456, 112)",61663.41860465116,"(328, 56)",139.71399357258383,173.58139534883958,61842,"(460.0, 123.5)",12.175795661885921,5
62012,"(456, 184)",61837,"(456, 112)",72.0,175,62010,"(463.0, 187.0)",7.615773105863909,-2
62186,"(392, 152)",62012,"(456, 184)",71.55417527999327,174,62181,"(398.0, 158.5)",8.845903006477066,-5
63058,"(456, 112)",62883.67441860465,"(392, 152)",75.47184905645283,174.32558139535104,63072,"(450.0, 113.5)",6.18465843842649,14
63407,"(456, 112)",63058,"(456, 112)",0.0,349,63399,"(448.5, 112.0)",7.5,-8
63756,"(224, 64)",63407,"(456, 112)",236.91348631937353,349,63760,"(230.5, 71.0)",9.5524865872714,4
63930,"(264, 120)",63756,"(224, 64)",68.81860213634101,174,63932,"(262.0, 124.5)",4.924428900898052,2
64105,"(304, 176)",63930,"(264, 120)",68.81860213634101,175,64112,"(305.0, 181.5)",5.590169943749474,7
64279,"(352, 232)",64105,"(304, 176)",73.7563556583431,174,64274,"(345.0, 232.0)",7.0,-5
64454,"(400, 288)",64279,"(352, 232)",73.7563556583431,175,64454,"(399.5, 288.0)",0.5,0
64628,"(288, 288)",64454,"(400, 288)",112.0,174,64637,"(297.0, 290.5)",9.340770846134703,9
64803,"(288, 360)",64628,"(288, 288)",72.0,175,64801,"(294.0, 362.5)",6.5,-2
64977,"(224, 328)",64803,"(288, 360)",71.55417527999327,174,64976,"(222.5, 325.0)",3.3541019662496847,-1
65849,"(288, 360)",65674.67441860466,"(224, 328)",71.55417527999327,174.32558139534376,65832,"(287.0, 362.0)",2.23606797749979,-17
66198,"(440, 192)",65849,"(288, 360)",226.5568361361007,349,66192,"(437.5, 196.5)",5.1478150704935,-6
66547,"(288, 24)",66198,"(440, 192)",226.5568361361007,349,66554,"(284.0, 24.5)",4.031128874149275,7
66721,"(224, 56)",66547,"(288, 24)",71.55417527999327,174,66732,"(224.0, 55.0)",1.0,11
66896,"(200, 120)",66721,"(224, 56)",68.35202996254024,175,66901,"(195.5, 135.0)",15.660459763365825,5
66983,"(192, 152)",66896,"(200, 120)",32.984845004941285,87,66992,"(192.5, 158.0)",6.020797289396147,9
67070,"(192, 184)",66983,"(192, 152)",32.0,87,67076,"(192.0, 191.5)",7.5,6
67157,"(200, 216)",67070,"(192, 184)",32.984845004941285,87,67172,"(201.0, 228.5)",12.539936203984453,15
67244,"(216, 248)",67157,"(200, 216)",35.77708763999664,87,67262,"(218.5, 252.5)",5.1478150704935,18
67332,"(240, 272)",67244,"(216, 248)",33.941125496954285,88,67342,"(242.5, 274.5)",3.5355339059327378,10
67419,"(272, 288)",67332,"(240, 272)",35.77708763999664,87,67412,"(267.5, 292.0)",6.020797289396148,-7
68465,"(452, 288)",68116.67441860466,"(272, 288)",180.0,348.32558139534376,68484,"(443.0, 279.5)",12.379418403139947,19
68640,"(448, 208)",68465,"(452, 288)",80.09993757800315,175,68651,"(452.5, 223.5)",16.140012391568973,11
68989,"(256, 88)",68640,"(448, 208)",226.4155471693585,349,69006,"(248.0, 98.0)",12.806248474865697,17
69337,"(64, 208)",68989,"(256, 88)",226.4155471693585,348,69351,"(58.0, 213.5)",8.139410298049853,14
69512,"(136, 168)",69337,"(64, 208)",82.365041127896,175,69528,"(134.5, 176.0)",8.139410298049853,16
69686,"(176, 240)",69512,"(136, 168)",82.365041127896,174,69702,"(183.5, 245.5)",9.300537618869136,16
69861,"(104, 280)",69686,"(176, 240)",82.365041127896,175,69872,"(104.5, 280.5)",0.7071067811865476,11
70035,"(64, 208)",69861,"(104, 280)",82.365041127896,174,70049,"(55.5, 197.0)",13.901438774457844,14
70210,"(176, 328)",70035,"(64, 208)",164.14627622946554,175,70222,"(179.5, 333.5)",6.519202405202649,12
71256,"(334, 241)",70907.67441860466,"(176, 328)",180.3690660839602,348.32558139534376,71261,"(327.0, 243.0)",7.280109889280519,5
71430,"(416, 240)",71256,"(334, 241)",82.00609733428362,174,71442,"(415.5, 243.5)",3.5355339059327378,12
71779,"(256, 104)",71430,"(416, 240)",209.99047597450698,349,71792,"(246.0, 108.5)",10.965856099730654,13
72128,"(96, 240)",71779,"(256, 104)",209.99047597450698,349,72139,"(77.0, 247.0)",20.248456731316587,11
72303,"(128, 312)",72128,"(96, 240)",78.79086241436883,175,72302,"(130.0, 316.5)",4.924428900898052,-1
72390,"(152, 328)",72303,"(128, 312)",28.844410203711917,87,72400,"(153.0, 320.5)",7.566372975210777,10
72564,"(200, 328)",72390,"(152, 328)",48.0,174,72572,"(202.0, 318.5)",9.7082439194738,8
72651,"(224, 312)",72564,"(200, 328)",28.844410203711917,87,72661,"(230.5, 320.0)",10.307764064044152,10
72739,"(248, 328)",72651,"(224, 312)",28.844410203711917,88,72744,"(255.0, 318.5)",11.800423721205945,5
72826,"(272, 312)",72739,"(248, 328)",28.844410203711917,87,72821,"(269.5, 315.5)",4.301162633521313,-5
72913,"(296, 328)",72826,"(272, 312)",28.844410203711917,87,72904,"(292.5, 314.5)",13.946325680981353,-9
73000,"(320, 312)",72913,"(296, 328)",28.844410203711917,87,72974,"(318.0, 308.5)",4.031128874149275,-26
73524,"(256, 200)",73348.83720930232,"(320, 312)",128.9961239727768,175.16279069767916,73522,"(249.0, 202.5)",7.433034373659253,-2
73698,"(256, 200)",73524,"(256, 200)",0.0,174,73678,"(258.0, 205.5)",5.852349955359813,-20
73872,"(192, 72)",73698,"(256, 200)",143.10835055998655,174,73857,"(201.0, 84.0)",15.0,-15
74396,"(112, 160)",74220.83720930232,"(192, 72)",118.92854997854803,175.16279069767916,74400,"(108.0, 166.0)",7.211102550927979,4
74919,"(256, 200)",74744.83720930232,"(112, 160)",149.45233353815524,174.16279069767916,74921,"(257.5, 205.0)",5.220153254455275,2
75093,"(256, 200)",74919,"(256, 200)",0.0,174,75081,"(252.5, 204.0)",5.315072906367325,-12
75268,"(400, 224)",75093,"(256, 200)",145.98630072715724,175,75256,"(405.0, 224.0)",5.0,-12
75791,"(344, 112)",75616.83720930232,"(400, 224)",125.21980673998823,174.16279069767916,75798,"(346.0, 111.0)",2.23606797749979,7
76140,"(272, 152)",75965.41860465116,"(312, 32)",126.49110640673518,174.58139534883958,76142,"(274.5, 154.5)",3.5355339059327378,2
76489,"(408, 256)",76314.41860465116,"(304, 232)",106.73331251301067,174.58139534883958,76490,"(412.5, 249.0)",8.32165848854662,1
76838,"(336, 296)",76663.41860465116,"(376, 176)",126.49110640673518,174.58139534883958,76850,"(345.0, 300.5)",10.062305898749054,12
77186,"(232, 288)",77012.41860465116,"(368, 376)",161.9876538505327,173.58139534883958,77191,"(230.5, 288.5)",1.5811388300841898,5
77535,"(160, 248)",77360.41860465116,"(200, 368)",126.49110640673518,174.58139534883958,77542,"(164.5, 247.0)",4.609772228646444,7
77884,"(296, 144)",77709.41860465116,"(192, 168)",106.73331251301067,174.58139534883958,77897,"(288.5, 152.0)",10.965856099730654,13
78233,"(224, 104)",78058.41860465116,"(264, 224)",126.49110640673518,174.58139534883958,78232,"(229.0, 100.0)",6.4031242374328485,-1
78582,"(376, 80)",78407.41860465116,"(256, 24)",132.4235628579748,174.58139534883958,78572,"(379.0, 78.5)",3.3541019662496847,-10
79105,"(256, 192)",78930.83720930232,"(376, 80)",164.14627622946554,174.16279069767916,79134,"(263.0, 190.0)",7.280109889280519,29
79279,"(256, 192)",79105,"(256, 192)",0.0,174,79283,"(251.0, 192.5)",5.024937810560445,4
79454,"(136, 304)",79279,"(256, 192)",164.14627622946554,175,79461,"(140.5, 306.0)",4.924428900898052,7
79977,"(80, 144)",79802.83720930232,"(136, 304)",169.51696080333673,174.16279069767916,79982,"(81.0, 158.5)",14.534441853748632,5
80500,"(256, 192)",80325.83720930232,"(80, 144)",182.42806801586207,174.16279069767916,80499,"(247.5, 200.0)",11.67261752992875,-1
80675,"(256, 192)",80500,"(256, 192)",0.0,175,80670,"(238.5, 187.5)",18.06931099959265,-5
80849,"(432, 240)",80675,"(256, 192)",182.42806801586207,174,80852,"(421.0, 231.0)",14.212670403551897,3
81372,"(256, 336)",81197.83720930232,"(432, 240)",200.47942537826668,174.16279069767916,81381,"(250.5, 342.5)",8.514693182963201,9
81721,"(264, 256)",81546.41860465116,"(152, 336)",137.63720427268203,174.58139534883958,81721,"(254.5, 259.0)",9.962429422585638,0
82070,"(296, 184)",81895.41860465116,"(168, 232)",136.7040599250805,174.58139534883958,82082,"(292.5, 189.0)",6.103277807866851,12
82244,"(352, 128)",82070,"(296, 184)",79.19595949289332,174,82248,"(345.5, 128.5)",6.519202405202649,4
82419,"(424, 88)",82244,"(352, 128)",82.365041127896,175,82432,"(437.5, 85.0)",13.829316685939332,13
82593,"(504, 80)",82419,"(424, 88)",80.39900496896712,174,82612,"(515.5, 81.0)",11.543396380615198,19
82768,"(440, 192)",82593,"(504, 80)",128.9961239727768,175,82788,"(430.0, 198.0)",11.6619037896906,20
83117,"(366, 225)",82942.41860465116,"(492, 282)",138.29316685939332,174.58139534883958,83130,"(359.0, 231.0)",9.219544457292887,13
83466,"(288, 233)",83291.41860465116,"(393, 320)",136.35981812836215,174.58139534883958,83474,"(283.5, 244.5)",12.349089035228468,8
83640,"(211, 212)",83466,"(288, 233)",79.81227975693965,174,83644,"(201.5, 221.0)",13.0862523283024,4
83815,"(141, 170)",83640,"(211, 212)",81.6333265278342,175,83827,"(137.0, 174.0)",5.656854249492381,12
83989,"(94, 105)",83815,"(141, 170)",80.2122185206219,174,83996,"(102.5, 113.5)",12.020815280171309,7
84163,"(88, 24)",83989,"(94, 105)",81.2219182240853,174,84172,"(85.0, 34.0)",10.44030650891055,9
84861,"(424, 360)",84163,"(88, 24)",475.17575695735997,698,84852,"(425.0, 369.0)",9.055385138137417,-9
85384,"(424, 360)",84861,"(424, 360)",0.0,523,85391,"(426.0, 362.5)",3.2015621187164243,7
85471,"(424, 360)",85384,"(424, 360)",0.0,87,85471,"(425.0, 362.5)",2.6925824035672523,0
85558,"(424, 360)",85471,"(424, 360)",0.0,87,85541,"(416.5, 362.0)",7.762087348130012,-17
86430,"(440, 280)",86255.67441860466,"(424, 360)",81.58431221748457,174.32558139534376,86432,"(419.5, 283.0)",20.71834935510066,2
