time,location,previous time,previous location,distance,period,hit time,hit location,accuracy error,timing error
1202206195,093342ecb93bd5b2543b19de9d35b468,20151228,Mod.HardRock|Hidden,300: #345,100: #10,50: #0,miss: #0,Circle Size: 5,Overall Difficulty: 7
102128,"(125, 149)",101954,"(256, 72)",151.95394038984315,174,102150,"(118.375, 152.2514)",7.379852773599209,22
102303,"(240, 224)",102128,"(125, 149)",137.29530217745983,175,102312,"(237.25, 216.6093)",7.8857432427134055,9
102652,"(288, 168)",102477.41860465116,"(144, 256)",168.7601848778319,174.58139534883958,102654,"(292.375, 179.3261)",12.141711831945276,2
103175,"(370, 146)",102826.41860465116,"(384, 136)",17.204650534085253,348.5813953488396,103189,"(377.875, 142.9306)",8.452031788865918,14
103350,"(240, 224)",103175,"(370, 146)",151.6047492659778,175,103367,"(257.3125, 210.2475)",22.11004098820262,17
103524,"(370, 146)",103350,"(240, 224)",151.6047492659778,174,103529,"(381.3438, 148.7006)",11.660833537959444,5
103698,"(488, 224)",103524,"(370, 146)",141.4496376806954,174,103699,"(488.2188, 228.534)",4.539276312365213,1
104047,"(416, 264)",103872.41860465116,"(400, 264)",16.0,174.58139534883958,104046,"(416.9688, 264.7224)",1.2084846709826178,-1
104396,"(345, 224)",104221.41860465116,"(328, 224)",17.0,174.58139534883958,104406,"(344.125, 225.5158)",1.7502213117203318,10
104570,"(312, 328)",104396,"(345, 224)",109.11003620199199,174,104580,"(316.9375, 325.52949)",5.5210801398005405,10
104744,"(344, 224)",104570,"(312, 328)",108.81176406988355,174,104745,"(346.0, 212.9697)",11.210152456144396,1
104919,"(312, 328)",104744,"(344, 224)",108.81176406988355,175,104911,"(318.4375, 321.88994)",8.875485308060608,-8
105093,"(184, 312)",104919,"(312, 328)",128.9961239727768,174,105099,"(183.7188, 314.10781)",2.1264845252434568,6
105442,"(184, 72)",105267.41860465116,"(104, 256)",200.63897926375122,174.58139534883958,105429,"(175.375, 86.65069999999997)",17.00098925033479,-13
105791,"(256, 192)",105616.41860465116,"(104, 128)",164.9242250247064,174.58139534883958,105791,"(256.5625, 196.1923)",4.229868265088158,0
105878,"(240, 192)",105791,"(256, 192)",16.0,87,105882,"(245.6875, 197.6126)",7.990552860096718,4
105965,"(224, 192)",105878,"(240, 192)",16.0,87,105968,"(222.4375, 197.9085)",6.111610139725868,3
106053,"(208, 192)",105965,"(224, 192)",16.0,88,106047,"(202.1875, 197.1983)",7.797915050832491,-6
106140,"(192, 192)",106053,"(208, 192)",16.0,87,106138,"(183.1563, 196.9912)",10.154954806891075,-2
106227,"(176, 192)",106140,"(192, 192)",16.0,87,106321,"(152.6875, 195.6893)",23.602618302637527,94
106401,"(144, 192)",106227,"(176, 192)",32.0,174,106489,"(128.125, 195.6005)",16.278182492219457,88
106837,"(256, 64)",106401,"(144, 192)",170.0823330037544,436,106851,"(257.5, 67.86110000000002)",4.142232877325967,14
107186,"(384, 192)",106837,"(256, 64)",181.01933598375618,349,107201,"(391.0, 192.967)",7.066476420395106,15
107534,"(256, 320)",107186,"(384, 192)",181.01933598375618,348,107538,"(257.6875, 317.65859)",2.8861491711448286,4
107884,"(56, 192)",107534,"(256, 320)",237.45315327449327,350,107871,"(60.71875, 179.2077)",13.634864900412483,-13
108233,"(256, 8)",107884,"(56, 192)",271.7646040234085,349,108231,"(264.5313, 24.009000000000015)",18.140318649075606,-2
108582,"(456, 192)",108233,"(256, 8)",271.7646040234085,349,108584,"(453.625, 194.8903)",3.7409168782532416,2
108931,"(256, 376)",108582,"(456, 192)",271.7646040234085,349,108931,"(248.125, 358.99561)",18.739394447849698,0
109279,"(136, 80)",108931,"(256, 376)",319.3994364428341,348,109267,"(146.6875, 74.93310000000002)",11.827769521765283,-12
109628,"(136, 304)",109453.41860465116,"(208, 144)",175.45369759569047,174.58139534883958,109621,"(155.0313, 301.59131)",19.183121935860687,-7
109977,"(96, 192)",109802.41860465116,"(208, 240)",121.85236969382254,174.58139534883958,109960,"(99.15625, 202.8796)",11.328177709698071,-17
110151,"(256, 192)",109977,"(96, 192)",160.0,174,110151,"(256.75, 192.3456)",0.8257961976177859,0
110326,"(96, 192)",110151,"(256, 192)",160.0,175,110322,"(105.3438, 198.5299)",11.399394389615617,-4
110500,"(256, 192)",110326,"(96, 192)",160.0,174,110501,"(261.4375, 192.1681)",5.440097780371231,1
110675,"(376, 80)",110500,"(256, 192)",164.14627622946554,175,110677,"(379.9375, 88.4853)",9.354369157778622,2
111024,"(376, 304)",110849.41860465116,"(304, 144)",175.45369759569047,174.58139534883958,111027,"(366.7188, 302.71572000000003)",9.3696343876589,3
111373,"(416, 192)",111198.41860465116,"(304, 240)",121.85236969382254,174.58139534883958,111369,"(410.5938, 195.0975)",6.230690546801382,-4
111547,"(256, 192)",111373,"(416, 192)",160.0,174,111551,"(243.5313, 203.3826)",16.88289259724175,4
111722,"(416, 192)",111547,"(256, 192)",160.0,175,111724,"(412.2813, 194.9791)",4.764846954520158,2
111896,"(256, 192)",111722,"(416, 192)",160.0,174,111901,"(257.5938, 192.464)",1.659968204514761,5
112070,"(256, 104)",111896,"(256, 192)",88.0,174,112086,"(262.8438, 100.6171)",7.63423937599548,16
113465,"(256, 280)",113116.51162790698,"(440, 64)",283.7463656154912,348.4883720930229,113479,"(253.2813, 294.60811)",14.858943685945524,14
114861,"(400, 64)",114511.51162790698,"(72, 320)",416.076915966267,349.4883720930229,114879,"(385.6563, 69.8732)",15.499555088130766,18
115210,"(112, 64)",115035.41860465116,"(296, 96)",186.76188047886004,174.58139534883958,115229,"(122.2188, 63.51139999999998)",10.230474250981723,19
115558,"(64, 184)",115384.41860465116,"(216, 96)",175.6359872008012,173.58139534883958,115548,"(65.125, 189.1203)",5.242432363893678,-10
115733,"(176, 256)",115558,"(64, 184)",133.1465358167459,175,115721,"(190.6563, 254.6026)",14.722766603121833,-12
115907,"(336, 256)",115733,"(176, 256)",160.0,174,115913,"(341.875, 248.3296)",9.661814589402967,6
116082,"(448, 184)",115907,"(336, 256)",133.1465358167459,175,116090,"(455.125, 179.9179)",8.211526375163144,8
116256,"(440, 312)",116082,"(448, 184)",128.2497563350512,174,116259,"(432.8125, 316.44541)",8.451143491747128,3
116605,"(72, 312)",116430.41860465116,"(344, 336)",273.0567706540162,174.58139534883958,116611,"(79.65625, 322.6001)",13.075942951561847,6
116954,"(256, 352)",116779.41860465116,"(168, 336)",89.44271909999158,174.58139534883958,116951,"(258.5313, 351.80527)",2.5387791284197867,-3
117041,"(256, 336)",116954,"(256, 352)",16.0,87,117046,"(257.7813, 338.46025)",3.0374100402316158,5
117128,"(256, 320)",117041,"(256, 336)",16.0,87,117150,"(258.625, 329.16904)",9.537395845910975,22
117215,"(256, 304)",117128,"(256, 320)",16.0,87,117221,"(259.0938, 317.74736)",14.091185379860713,6
117303,"(256, 288)",117215,"(256, 304)",16.0,88,117310,"(258.5313, 298.36601)",10.670597125283116,7
117390,"(256, 272)",117303,"(256, 288)",16.0,87,117381,"(259.0, 283.8078)",12.182944670316765,-9
117477,"(256, 256)",117390,"(256, 272)",16.0,87,117471,"(256.4688, 267.3263)",11.335997756263012,-6
117564,"(256, 240)",117477,"(256, 256)",16.0,87,117553,"(257.0313, 247.7378)",7.80622370483961,-11
117651,"(256, 224)",117564,"(256, 240)",16.0,87,117641,"(253.8438, 219.9529)",4.585653372203361,-10
118524,"(320, 264)",118348.67441860466,"(256, 224)",75.47184905645283,175.32558139534376,118521,"(322.6563, 280.8784)",17.086143984234706,-3
118697,"(256, 304)",118524,"(320, 264)",75.47184905645283,173,118698,"(254.6875, 314.81797)",10.897299260408518,1
118872,"(192, 264)",118697,"(256, 304)",75.47184905645283,175,118868,"(187.5625, 274.3095)",11.223956365738433,-4
119047,"(136, 168)",118872,"(192, 264)",111.13955191559845,175,119031,"(124.0, 175.3906)",14.09329515620815,-16
119920,"(72, 128)",119744.67441860466,"(136, 168)",75.47184905645283,175.32558139534376,119911,"(73.75, 129.2896)",2.173837197216024,-9
120093,"(136, 88)",119920,"(72, 128)",75.47184905645283,173,120091,"(133.8438, 89.37299999999999)",2.55623305666757,-2
120268,"(200, 128)",120093,"(136, 88)",75.47184905645283,175,120269,"(206.4063, 129.9998)",6.711175733804012,1
120442,"(256, 32)",120268,"(200, 128)",111.13955191559845,174,120448,"(245.9688, 35.016399999999976)",10.47490536472765,6
120791,"(328, 192)",120442,"(256, 32)",175.45369759569047,349,120800,"(334.4688, 197.6126)",8.56426600474318,9
121140,"(256, 352)",120791,"(328, 192)",175.45369759569047,349,121148,"(250.8438, 340.79785)",12.331851566674832,8
121489,"(184, 192)",121140,"(256, 352)",175.45369759569047,349,121490,"(190.6563, 188.5285)",7.507172699492118,1
2184232879,f7f415080b46465a307b2b345d0da3f4,20151228,Mod.HardRock|Hidden,300: #347,100: #7,50: #1,miss: #0,Circle Size: 5,Overall Difficulty: 7
6023,"(200, 32)",6023,"(200, 32)",0.0,0,6027,"(189.5938, 33.465599999999995)",10.508900123228894,4
6896,"(256, 64)",6720.674418604652,"(200, 32)",64.4980619863884,175.3255813953483,6898,"(246.5273, 68.6035)",10.532058561363968,2
7070,"(312, 32)",6896,"(256, 64)",64.4980619863884,174,7068,"(309.5807, 39.23340000000002)",7.627259537343694,-2
7244,"(368, 64)",7070,"(312, 32)",64.4980619863884,174,7248,"(367.7513, 65.9119)",1.9280075985327452,4
7419,"(288, 144)",7244,"(368, 64)",113.13708498984761,175,7428,"(285.7852, 134.7595)",9.502219703311436,9
8292,"(232, 176)",8116.674418604652,"(288, 144)",64.4980619863884,175.3255813953483,8287,"(240.375, 172.8271)",8.95588741610791,-5
8466,"(176, 144)",8292,"(232, 176)",64.4980619863884,174,8468,"(165.3099, 147.3206)",11.193954724314375,2
8640,"(120, 176)",8466,"(176, 144)",64.4980619863884,174,8638,"(122.4714, 178.7231)",3.6773756362384233,-2
8814,"(176, 272)",8640,"(120, 176)",111.13955191559845,174,8825,"(173.22, 282.9651)",11.312020951624875,11
9686,"(240, 272)",9511.674418604653,"(176, 272)",64.0,174.3255813953474,9690,"(231.4232, 273.9746)",8.801167161234916,4
9861,"(304, 272)",9686,"(240, 272)",64.0,175,9868,"(320.4531, 271.283)",16.46871545112126,7
10035,"(368, 272)",9861,"(304, 272)",64.0,174,10048,"(382.5951, 274.8718)",14.874951403281965,13
10210,"(288, 192)",10035,"(368, 272)",113.13708498984761,175,10227,"(301.7682, 187.3108)",14.54482477996897,17
11082,"(224, 192)",10907.674418604653,"(288, 192)",64.0,174.3255813953474,11088,"(219.4115, 185.9009)",7.632388424340051,6
11257,"(160, 192)",11082,"(224, 192)",64.0,175,11258,"(156.7487, 191.6687)",3.2681357652337377,1
11431,"(96, 192)",11257,"(160, 192)",64.0,174,11435,"(97.50391, 205.0171)",13.103687942640423,4
11605,"(152, 96)",11431,"(96, 192)",111.13955191559845,174,11618,"(155.0885, 104.10770000000002)",8.676037778848155,13
11954,"(272, 56)",11605,"(152, 96)",126.49110640673518,349,11970,"(269.151, 62.32299999999998)",6.935209441682327,16
12303,"(304, 176)",11954,"(272, 56)",124.1933975700802,349,12317,"(301.638, 173.2117)",3.6542661219457,14
12652,"(184, 216)",12303,"(304, 176)",126.49110640673518,349,12651,"(188.194, 216.4246)",4.215438430341488,-1
13000,"(392, 336)",12652,"(184, 216)",240.13329631685812,348,12992,"(389.0078, 327.44141)",9.066571768209847,-8
13349,"(272, 296)",13000,"(392, 336)",126.49110640673518,349,13345,"(264.0404, 290.271)",9.806970641334672,-4
13698,"(304, 176)",13349,"(272, 296)",124.1933975700802,349,13708,"(306.8789, 180.5176)",5.3569370884862755,10
14047,"(424, 216)",13698,"(304, 176)",126.49110640673518,349,14037,"(417.263, 217.3218)",6.865444212867825,-10
14396,"(224, 32)",14047,"(424, 216)",271.7646040234085,349,14407,"(232.4648, 42.43770000000001)",13.438691168785748,11
14744,"(304, 176)",14396,"(224, 32)",164.730082255792,348,14731,"(307.2695, 171.2891)",5.734301096036033,-13
15093,"(160, 256)",14744,"(304, 176)",164.730082255792,349,15103,"(170.2904, 254.364)",10.419636661611579,10
15441,"(80, 112)",15093,"(160, 256)",164.730082255792,348,15438,"(83.44141, 109.6191)",4.184732679407374,-3
15791,"(160, 256)",15441,"(80, 112)",164.730082255792,350,15798,"(160.3294, 244.3665)",11.638162510035677,7
16139,"(240, 112)",15791,"(160, 256)",164.730082255792,348,16137,"(235.655, 117.4377)",6.960431472976374,-2
16488,"(384, 192)",16139,"(240, 112)",164.730082255792,349,16497,"(398.9688, 202.5818)",18.331379235616705,9
16836,"(304, 336)",16488,"(384, 192)",164.730082255792,348,16842,"(305.7396, 335.90088000000003)",1.7424215719509384,6
17186,"(80, 128)",16836,"(304, 336)",305.6795707926848,350,17178,"(75.79166, 126.30000000000001)",4.538736118744955,-8
17710,"(296, 144)",17534.837209302324,"(248, 176)",57.68882040742383,175.16279069767552,17708,"(298.1875, 146.936)",3.6613183759405628,-2
17884,"(352, 176)",17710,"(296, 144)",64.4980619863884,174,17888,"(358.0508, 186.4136)",12.043888309013823,4
18582,"(288, 328)",18407.25581395349,"(352, 272)",85.0411665018772,174.74418604651146,18587,"(290.375, 322.82715)",5.692012133024649,5
19106,"(72, 312)",18930.837209302324,"(120, 280)",57.68882040742383,175.16279069767552,19110,"(70.51823, 305.65186)",6.518782385729716,4
19280,"(16, 280)",19106,"(72, 312)",64.4980619863884,174,19288,"(17.84896, 268.4631)",11.684122332961088,8
19977,"(104, 168)",19803.25581395349,"(16, 184)",89.44271909999158,173.74418604651146,19986,"(103.2656, 167.4438)",0.9212501289009297,9
20501,"(320, 152)",20325.837209302324,"(272, 120)",57.68882040742383,175.16279069767552,20491,"(316.612, 153.8574)",3.8637389611618285,-10
20675,"(376, 120)",20501,"(320, 152)",64.4980619863884,174,20677,"(379.0143, 110.77269999999999)",9.707165898448435,2
21372,"(296, 56)",21198.25581395349,"(376, 24)",86.16263691415207,173.74418604651146,21375,"(301.7682, 55.658000000000015)",5.778329796749208,3
21460,"(272, 56)",21372,"(296, 56)",24.0,88,21468,"(272.2109, 59.887699999999995)",3.8934162505439813,8
21547,"(248, 56)",21460,"(272, 56)",24.0,87,21558,"(244.3464, 60.01589999999999)",5.429203051093226,11
21634,"(224, 56)",21547,"(248, 56)",24.0,87,21644,"(212.3802, 58.0933)",11.80684788290253,10
21721,"(200, 56)",21634,"(224, 56)",24.0,87,21745,"(198.4154, 65.01459999999997)",9.152812153649801,24
21896,"(248, 120)",21721,"(200, 56)",80.0,175,21925,"(244.2161, 118.97579999999999)",3.920061842624416,29
22070,"(200, 184)",21896,"(248, 120)",80.0,174,22076,"(202.9075, 178.595)",6.137392056077239,6
22158,"(224, 184)",22070,"(200, 184)",24.0,88,22166,"(224.2617, 183.3374)",0.7124083449819997,8
22332,"(272, 184)",22158,"(224, 184)",48.0,174,22340,"(278.6237, 184.7473)",6.665722690001423,8
22419,"(296, 184)",22332,"(272, 184)",24.0,87,22408,"(295.1276, 183.5937)",0.9623728227667475,-11
22768,"(464, 232)",22419,"(296, 184)",174.72263734273244,349,22791,"(474.8151, 249.7498)",20.785133823240088,23
23117,"(392, 240)",22942.418604651164,"(464, 328)",113.70136322841518,174.58139534883594,23128,"(383.2461, 231.5491)",12.167517249628194,11
23465,"(456, 72)",23291.418604651164,"(392, 144)",96.33275663033837,173.58139534883594,23468,"(468.1745, 64.11739999999998)",14.503580006674248,3
23814,"(384, 80)",23639.418604651164,"(456, 168)",113.70136322841518,174.58139534883594,23808,"(382.2044, 79.37009999999998)",1.9028802826241988,-6
24163,"(256, 160)",23988.418604651164,"(376, 48)",164.14627622946554,174.58139534883594,24166,"(246.2669, 151.5503)",12.889168541841643,3
24512,"(328, 152)",24337.418604651164,"(256, 64)",113.70136322841518,174.58139534883594,24509,"(341.9375, 167.9565)",21.186405983554646,-3
24860,"(264, 320)",24686.418604651164,"(328, 248)",96.33275663033837,173.58139534883594,24867,"(261.2409, 316.80298)",4.222981137821954,7
25209,"(336, 312)",25034.418604651164,"(264, 224)",113.70136322841518,174.58139534883594,25212,"(341.5469, 317.82837)",8.045992571889437,3
25558,"(136, 288)",25383.418604651164,"(344, 344)",215.40659228538016,174.58139534883594,25558,"(141.5143, 285.52855999999997)",6.042807308163984,0
25907,"(184, 192)",25732.418604651164,"(40, 288)",173.0664612222715,174.58139534883594,25905,"(187.6732, 197.052)",6.246207028269234,-2
26256,"(224, 96)",26081.418604651164,"(80, 192)",173.0664612222715,174.58139534883594,26265,"(218.0117, 96.80180000000001)",6.041739826407634,9
26605,"(296, 96)",26430.418604651164,"(128, 96)",168.0,174.58139534883594,26617,"(311.3711, 92.44380000000001)",15.77711233559552,12
26954,"(264, 320)",26779.418604651164,"(344, 96)",237.8570999570961,174.58139534883594,26971,"(258.2787, 319.75098)",5.726716742637078,17
27303,"(328, 296)",27128.418604651164,"(264, 224)",96.33275663033837,174.58139534883594,27307,"(327.0938, 286.42578000000003)",9.617010296781398,4
27651,"(392, 272)",27477.418604651164,"(328, 200)",96.33275663033837,173.58139534883594,27654,"(400.0104, 273.4619)",8.142705924322707,3
27826,"(456, 208)",27651,"(392, 272)",90.50966799187809,175,27818,"(456.3906, 212.4512)",4.468305025398333,-8
28175,"(392, 128)",28000.418604651164,"(408, 208)",81.58431221748457,174.58139534883594,28178,"(394.9974, 124.6155)",4.52097854562485,3
28349,"(264, 104)",28175,"(392, 128)",130.23056476879765,174,28348,"(276.9635, 103.08229999999998)",12.995941887373931,-1
28524,"(289, 162)",28349,"(264, 104)",63.15853069855251,175,28518,"(305.0885, 165.9058)",16.555817886471218,-6
28698,"(250, 214)",28524,"(289, 162)",65.0,174,28690,"(249.5872, 211.6821)",2.354371306739879,-8
28872,"(186, 206)",28698,"(250, 214)",64.4980619863884,174,28869,"(185.1341, 197.5647)",8.479626695792701,-3
29047,"(161, 147)",28872,"(186, 206)",64.07807737440316,175,29037,"(157.237, 146.4233)",3.806934710498727,-10
29221,"(200, 96)",29047,"(161, 147)",64.20280367709807,174,29217,"(205.349, 101.2878)",7.521477902646522,-4
29396,"(264, 104)",29221,"(200, 96)",64.4980619863884,175,29387,"(266.8398, 108.3374)",5.184351724179232,-9
29744,"(320, 192)",29570.418604651164,"(235, 142)",98.6154146165801,173.58139534883594,29758,"(324.6523, 202.4536)",11.442099818215192,14
29919,"(295, 250)",29744,"(320, 192)",63.15853069855251,175,29935,"(304.0794, 268.335)",20.459905409361003,16
30093,"(334, 302)",29919,"(295, 250)",65.0,174,30114,"(342.3281, 314.36768)",14.910290345677387,21
30268,"(398, 294)",30093,"(334, 302)",64.4980619863884,175,30268,"(401.5404, 297.83325)",5.218068389979188,0
30442,"(423, 235)",30268,"(398, 294)",64.07807737440316,174,30448,"(426.7357, 233.0872)",4.196934396675754,6
30617,"(384, 184)",30442,"(423, 235)",64.20280367709807,175,30608,"(387.4779, 177.8259)",7.0862754123728475,-9
30791,"(320, 192)",30617,"(384, 184)",64.4980619863884,174,30787,"(320.3229, 196.7957)",4.806558321710047,-4
31140,"(240, 240)",30965.418604651164,"(348, 230)",108.46197490364999,174.58139534883594,31147,"(247.7969, 238.4705)",7.945503121892278,7
31315,"(265, 298)",31140,"(240, 240)",63.15853069855251,175,31317,"(266.2213, 297.44873)",1.3399523509811648,2
31489,"(226, 350)",31315,"(265, 298)",65.0,174,31492,"(224.9128, 349.4873)",1.2020254281836078,3
31663,"(162, 342)",31489,"(226, 350)",64.4980619863884,174,31664,"(155.9675, 335.26001)",9.045359111174065,1
31838,"(137, 283)",31663,"(162, 342)",64.07807737440316,175,31837,"(140.6354, 279.248)",5.224331264382084,-1
32012,"(176, 232)",31838,"(137, 283)",64.20280367709807,174,32004,"(178.9818, 224.7559)",7.833780444332097,-8
32187,"(240, 240)",32012,"(176, 232)",64.4980619863884,175,32175,"(244.6068, 238.0859)",4.988625567227901,-12
32535,"(296, 160)",32361.418604651164,"(211, 278)",145.4269576110289,173.58139534883594,32546,"(295.6159, 164.3677)",4.384556545421681,11
32710,"(368, 112)",32535,"(296, 160)",86.53323061113575,175,32708,"(370.1927, 103.85129999999998)",8.43855704371312,-2
32884,"(408, 192)",32710,"(368, 112)",89.44271909999159,174,32889,"(418.1419, 192.9504)",10.186333774719952,5
33059,"(336, 240)",32884,"(408, 192)",86.53323061113575,175,33057,"(332.9857, 242.0593)",3.650578170646395,-2
33233,"(296, 160)",33059,"(336, 240)",89.44271909999159,174,33227,"(300.3685, 168.8538)",9.872870235650826,-6
33320,"(272, 160)",33233,"(296, 160)",24.0,87,33317,"(281.0651, 159.4971)",9.079038848909036,-3
33407,"(248, 160)",33320,"(272, 160)",24.0,87,33402,"(259.1901, 157.959)",11.374709623106842,-5
33494,"(224, 160)",33407,"(248, 160)",24.0,87,33492,"(231.5534, 158.0872)",7.79183260857163,-2
33582,"(200, 160)",33494,"(224, 160)",24.0,88,33572,"(202.6471, 157.4463)",3.6781139324387344,-10
33669,"(176, 144)",33582,"(200, 160)",28.844410203711917,87,33647,"(175.6615, 146.167)",2.193278653067141,-22
33756,"(160, 128)",33669,"(176, 144)",22.627416997969522,87,33747,"(154.9583, 131.427)",6.096151891972498,-9
33843,"(144, 112)",33756,"(160, 128)",22.627416997969522,87,33824,"(144.3138, 115.51510000000002)",3.5290789804140283,-19
33930,"(128, 96)",33843,"(144, 112)",22.627416997969522,87,33924,"(132.4323, 100.0061)",5.974455665581594,-6
34628,"(128, 96)",33930,"(128, 96)",0.0,698,34618,"(132.8229, 97.82709999999997)",5.157388759827975,-10
35151,"(128, 96)",34628,"(128, 96)",0.0,523,35160,"(131.651, 92.7002)",4.921227594818198,9
35675,"(256, 192)",35325.41860465116,"(128, 96)",160.0,349.5813953488396,35687,"(252.3867, 195.2576)",4.864966048185748,12
36024,"(384, 96)",35675,"(256, 192)",160.0,349,36032,"(396.6576, 90.9058)",13.644255619124118,8
36372,"(256, 192)",36024,"(384, 96)",160.0,348,36368,"(250.2383, 194.7449)",6.382136233268598,-4
36721,"(168, 248)",36546.41860465116,"(256, 192)",104.30723848324239,174.58139534883958,36708,"(166.97, 234.1125)",13.925643836103221,-13
37419,"(344, 136)",37069.83720930233,"(232, 72)",128.9961239727768,349.1627906976719,37417,"(357.7904, 149.7559)",19.478190803306127,-2
38117,"(64, 96)",37767.83720930233,"(280, 312)",305.47012947258855,349.1627906976719,38118,"(73.87109, 93.0847)",10.292589172705764,1
38814,"(448, 288)",38465.83720930233,"(224, 32)",340.1646660075088,348.1627906976719,38826,"(438.6172, 277.4536)",14.116072003216747,12
39512,"(290, 352)",39162.83720930233,"(288, 352)",2.0,349.1627906976719,39527,"(291.2865, 348.46191)",3.7647261650882458,15
40210,"(290, 352)",39512,"(290, 352)",0.0,698,40218,"(286.9245, 344.74487)",7.88007687569734,8
40733,"(290, 352)",40210,"(290, 352)",0.0,523,40735,"(286.7943, 345.77026)",7.006152507446564,2
41257,"(256, 192)",40907.41860465116,"(290, 352)",163.5726138447387,349.5813953488396,41248,"(257.6602, 212.9639)",21.029535592827525,-9
41605,"(290, 31)",41257,"(256, 192)",164.55090397806998,348,41611,"(278.7539, 42.5659)",16.132104884980144,6
41954,"(256, 192)",41605,"(290, 31)",164.55090397806998,349,41961,"(265.1797, 192.0532)",9.179854156248915,7
42303,"(256, 304)",42128.41860465116,"(256, 192)",112.0,174.58139534883958,42303,"(243.0768, 308.34351)",13.633604708957204,0
43000,"(200, 192)",42651.83720930233,"(72, 296)",164.92422502470643,348.1627906976719,42998,"(179.763, 195.1294)",20.477531915736325,-2
43698,"(256, 80)",43348.83720930233,"(16, 192)",264.8471257159496,349.1627906976719,43701,"(239.7565, 81.29270000000002)",16.294857027295464,3
44396,"(200, 192)",44046.83720930233,"(72, 88)",164.92422502470643,349.1627906976719,44403,"(201.3776, 192.3096)",1.4119610192919618,7
44570,"(264, 192)",44396,"(200, 192)",64.0,174,44578,"(263.2591, 197.6929)",5.740909616080026,8
44744,"(328, 192)",44570,"(264, 192)",64.0,174,44738,"(324.2943, 195.3857)",5.019479751926482,-6
53465,"(48, 80)",44918.41860465116,"(328, 192)",301.5692291995323,8546.58139534884,53486,"(51.34505, 80.26729999999998)",3.3557128590658634,21
54861,"(464, 304)",54511.51162790698,"(168, 200)",313.73874481804125,349.4883720930229,54867,"(460.2318, 305.78003)",4.167473820061726,6
56256,"(344, 190)",55907.51162790698,"(344, 184)",6.0,348.4883720930229,56247,"(343.207, 199.8718)",9.903599559756046,-9
56430,"(344, 190)",56256,"(344, 190)",0.0,174,56417,"(341.026, 194.2322)",5.172638866188127,-13
56605,"(296, 136)",56430,"(344, 190)",72.24956747275377,175,56617,"(295.388, 140.7837)",4.822689051763563,12
56779,"(296, 136)",56605,"(296, 136)",0.0,174,56787,"(295.388, 137.1948)",1.3424198449069487,8
56954,"(224, 136)",56779,"(296, 136)",72.0,175,56973,"(228.2331, 135.0159)",4.345985322110521,19
57128,"(224, 136)",56954,"(224, 136)",0.0,174,57138,"(226.8333, 133.3496)",3.8797176508091407,10
57303,"(184, 192)",57128,"(224, 136)",68.81860213634101,175,57308,"(187.6732, 187.6953)",5.6588727084111055,5
57477,"(184, 192)",57303,"(184, 192)",0.0,174,57486,"(186.6641, 189.3616)",3.7494777463001294,9
57651,"(168, 96)",57477,"(184, 192)",97.3242004847715,174,57658,"(164.138, 89.62400000000002)",7.45442284821566,7
58000,"(128, 192)",57825.41860465116,"(120, 8)",184.1738309315414,174.58139534883958,57998,"(124.6198, 195.1294)",4.6063973341430335,-2
58349,"(96, 296)",58174.41860465116,"(80, 104)",192.6655132606767,174.58139534883958,58362,"(95.48568, 295.65430000000003)",0.6197044072781586,13
58698,"(32, 288)",58523.41860465116,"(48, 208)",81.58431221748457,174.58139534883958,58701,"(36.76172, 287.96387)",4.761857067920032,3
59047,"(72, 176)",58872.41860465116,"(128, 240)",85.0411665018772,174.58139534883958,59058,"(79.11198, 173.5962)",7.507230778416233,11
59396,"(104, 72)",59221.41860465116,"(168, 128)",85.0411665018772,174.58139534883958,59398,"(110.5573, 61.68209999999999)",12.225270700479403,2
59744,"(296, 128)",59570.41860465116,"(200, 24)",141.53444810363305,173.58139534883958,59755,"(283.474, 117.5659)",16.30248811715562,11
60093,"(256, 224)",59918.41860465116,"(248, 40)",184.1738309315414,174.58139534883958,60100,"(260.8503, 215.9119)",9.430947550485051,7
60442,"(224, 328)",60267.41860465116,"(208, 136)",192.6655132606767,174.58139534883958,60456,"(218.5, 315.64941)",13.519876972372948,14
60791,"(160, 320)",60616.41860465116,"(176, 240)",81.58431221748457,174.58139534883958,60801,"(164.0404, 315.90576)",5.7521850924322795,10
61140,"(200, 208)",60965.41860465116,"(256, 272)",85.0411665018772,174.58139534883958,61148,"(203.0378, 209.5032)",3.3893714874589955,8
61489,"(232, 104)",61314.41860465116,"(296, 160)",85.0411665018772,174.58139534883958,61488,"(236.4036, 104.36399999999998)",4.4186184447177705,-1
61837,"(456, 112)",61663.41860465116,"(328, 56)",139.71399357258383,173.58139534883958,61856,"(451.2799, 107.9529)",6.217584934683242,19
62012,"(456, 184)",61837,"(456, 112)",72.0,175,62016,"(457.5625, 184.491)",1.6378300430752921,4
62186,"(392, 152)",62012,"(456, 184)",71.55417527999327,174,62188,"(391.2865, 158.5999)",6.63835538819668,2
63058,"(456, 112)",62883.67441860465,"(392, 152)",75.47184905645283,174.32558139535104,63067,"(452.1914, 114.8743)",4.7714813685060244,9
63407,"(456, 112)",63058,"(456, 112)",0.0,349,63428,"(454.4701, 110.51639999999998)",2.131117774783943,21
63756,"(224, 64)",63407,"(456, 112)",236.91348631937353,349,63758,"(226.9635, 70.01339999999999)",6.703977312759936,2
